Year,Scenario_ID,Model,Scenario,Region,Variable,Unit,Value,Variable_clean,Variable_standardized
2035,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.3431,secondary energy|electricity|gas,Electricity|Gas
2040,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.336,secondary energy|electricity|gas,Electricity|Gas
2045,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.1545,secondary energy|electricity|gas,Electricity|Gas
2050,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.0066,secondary energy|electricity|gas,Electricity|Gas
2055,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.0012,secondary energy|electricity|gas,Electricity|Gas
2060,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.0006,secondary energy|electricity|gas,Electricity|Gas
2065,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.00035,secondary energy|electricity|gas,Electricity|Gas
2070,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.0001,secondary energy|electricity|gas,Electricity|Gas
2075,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.00015000000000000001,secondary energy|electricity|gas,Electricity|Gas
2080,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.0002,secondary energy|electricity|gas,Electricity|Gas
2085,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.0002,secondary energy|electricity|gas,Electricity|Gas
2090,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.0002,secondary energy|electricity|gas,Electricity|Gas
2095,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.0002,secondary energy|electricity|gas,Electricity|Gas
2100,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,0.0002,secondary energy|electricity|gas,Electricity|Gas
2010,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,9.6006,secondary energy|electricity|gas,Electricity|Gas
2015,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,10.6923,secondary energy|electricity|gas,Electricity|Gas
2020,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,11.7216,secondary energy|electricity|gas,Electricity|Gas
2025,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,8.3215,secondary energy|electricity|gas,Electricity|Gas
2030,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,3.0079,secondary energy|electricity|gas,Electricity|Gas
2035,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.6413,secondary energy|electricity|gas,Electricity|Gas
2040,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.265699999999999,secondary energy|electricity|gas,Electricity|Gas
2045,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.0452,secondary energy|electricity|gas,Electricity|Gas
2050,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.002,secondary energy|electricity|gas,Electricity|Gas
2055,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.001,secondary energy|electricity|gas,Electricity|Gas
2060,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.0005,secondary energy|electricity|gas,Electricity|Gas
2065,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.00025,secondary energy|electricity|gas,Electricity|Gas
2070,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2075,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,5e-05,secondary energy|electricity|gas,Electricity|Gas
2080,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.0001,secondary energy|electricity|gas,Electricity|Gas
2085,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.00019999999999999998,secondary energy|electricity|gas,Electricity|Gas
2090,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.0003,secondary energy|electricity|gas,Electricity|Gas
2095,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.00015,secondary energy|electricity|gas,Electricity|Gas
2100,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2010,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,1.6905,secondary energy|electricity|gas,Electricity|Gas
2015,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,1.7415,secondary energy|electricity|gas,Electricity|Gas
2020,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,1.915,secondary energy|electricity|gas,Electricity|Gas
2025,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,1.8215,secondary energy|electricity|gas,Electricity|Gas
2030,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.9048,secondary energy|electricity|gas,Electricity|Gas
2035,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0896,secondary energy|electricity|gas,Electricity|Gas
2040,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0876,secondary energy|electricity|gas,Electricity|Gas
2045,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0302,secondary energy|electricity|gas,Electricity|Gas
2050,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0141,secondary energy|electricity|gas,Electricity|Gas
2055,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0066,secondary energy|electricity|gas,Electricity|Gas
2060,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0005,secondary energy|electricity|gas,Electricity|Gas
2065,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.00030000000000000003,secondary energy|electricity|gas,Electricity|Gas
2070,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0001,secondary energy|electricity|gas,Electricity|Gas
2075,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,5e-05,secondary energy|electricity|gas,Electricity|Gas
2080,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2085,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,5e-05,secondary energy|electricity|gas,Electricity|Gas
2090,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0001,secondary energy|electricity|gas,Electricity|Gas
2095,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,5e-05,secondary energy|electricity|gas,Electricity|Gas
2100,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2010,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity|Gas,EJ/yr,18.1818,secondary energy|electricity|gas,Electricity|Gas
2015,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity|Gas,EJ/yr,21.4876,secondary energy|electricity|gas,Electricity|Gas
2020,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity|Gas,EJ/yr,25.4163,secondary energy|electricity|gas,Electricity|Gas
2025,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity|Gas,EJ/yr,23.2891,secondary energy|electricity|gas,Electricity|Gas
2030,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity|Gas,EJ/yr,16.3853,secondary energy|electricity|gas,Electricity|Gas
2035,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity|Gas,EJ/yr,10.4658,secondary energy|electricity|gas,Electricity|Gas
2040,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity|Gas,EJ/yr,9.3678,secondary energy|electricity|gas,Electricity|Gas
2045,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity|Gas,EJ/yr,6.3071,secondary energy|electricity|gas,Electricity|Gas
2050,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity|Gas,EJ/yr,4.3858,secondary energy|electricity|gas,Electricity|Gas
2055,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity|Gas,EJ/yr,2.3536,secondary energy|electricity|gas,Electricity|Gas
2060,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity|Gas,EJ/yr,1.9012,secondary energy|electricity|gas,Electricity|Gas
2065,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity|Gas,EJ/yr,1.38665,secondary energy|electricity|gas,Electricity|Gas
2070,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity|Gas,EJ/yr,0.8721,secondary energy|electricity|gas,Electricity|Gas
2075,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity|Gas,EJ/yr,0.7394000000000001,secondary energy|electricity|gas,Electricity|Gas
2080,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity|Gas,EJ/yr,0.6067,secondary energy|electricity|gas,Electricity|Gas
2085,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity|Gas,EJ/yr,0.37825,secondary energy|electricity|gas,Electricity|Gas
2090,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity|Gas,EJ/yr,0.1498,secondary energy|electricity|gas,Electricity|Gas
2095,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity|Gas,EJ/yr,0.0755,secondary energy|electricity|gas,Electricity|Gas
2100,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity|Gas,EJ/yr,0.0012,secondary energy|electricity|gas,Electricity|Gas
2010,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Asia,Secondary Energy|Electricity,EJ/yr,23.8715,secondary energy|electricity,Electricity
2015,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Asia,Secondary Energy|Electricity,EJ/yr,32.7104,secondary energy|electricity,Electricity
2020,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Asia,Secondary Energy|Electricity,EJ/yr,44.9924,secondary energy|electricity,Electricity
2025,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Asia,Secondary Energy|Electricity,EJ/yr,52.2716,secondary energy|electricity,Electricity
2030,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Asia,Secondary Energy|Electricity,EJ/yr,62.342,secondary energy|electricity,Electricity
2035,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Asia,Secondary Energy|Electricity,EJ/yr,78.2862,secondary energy|electricity,Electricity
2040,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Asia,Secondary Energy|Electricity,EJ/yr,91.4258,secondary energy|electricity,Electricity
2045,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Asia,Secondary Energy|Electricity,EJ/yr,100.3362,secondary energy|electricity,Electricity
2050,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Asia,Secondary Energy|Electricity,EJ/yr,107.617,secondary energy|electricity,Electricity
2055,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Asia,Secondary Energy|Electricity,EJ/yr,115.2414,secondary energy|electricity,Electricity
2060,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Asia,Secondary Energy|Electricity,EJ/yr,123.3882,secondary energy|electricity,Electricity
2065,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Asia,Secondary Energy|Electricity,EJ/yr,134.3392,secondary energy|electricity,Electricity
2070,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Asia,Secondary Energy|Electricity,EJ/yr,145.2902,secondary energy|electricity,Electricity
2075,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Asia,Secondary Energy|Electricity,EJ/yr,152.95114999999998,secondary energy|electricity,Electricity
2080,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Asia,Secondary Energy|Electricity,EJ/yr,160.6121,secondary energy|electricity,Electricity
2085,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Asia,Secondary Energy|Electricity,EJ/yr,164.2698499999995,secondary energy|electricity,Electricity
2090,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Asia,Secondary Energy|Electricity,EJ/yr,167.927599999999,secondary energy|electricity,Electricity
2095,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Asia,Secondary Energy|Electricity,EJ/yr,173.21039999999948,secondary energy|electricity,Electricity
2100,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Asia,Secondary Energy|Electricity,EJ/yr,178.4932,secondary energy|electricity,Electricity
2010,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Latin America,Secondary Energy|Electricity,EJ/yr,5.1111,secondary energy|electricity,Electricity
2015,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Latin America,Secondary Energy|Electricity,EJ/yr,5.7808,secondary energy|electricity,Electricity
2020,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Latin America,Secondary Energy|Electricity,EJ/yr,6.6441,secondary energy|electricity,Electricity
2025,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Latin America,Secondary Energy|Electricity,EJ/yr,7.0666,secondary energy|electricity,Electricity
2030,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Latin America,Secondary Energy|Electricity,EJ/yr,8.2858,secondary energy|electricity,Electricity
2035,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Latin America,Secondary Energy|Electricity,EJ/yr,10.5419,secondary energy|electricity,Electricity
2040,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Latin America,Secondary Energy|Electricity,EJ/yr,12.863,secondary energy|electricity,Electricity
2045,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Latin America,Secondary Energy|Electricity,EJ/yr,15.0043,secondary energy|electricity,Electricity
2050,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Latin America,Secondary Energy|Electricity,EJ/yr,16.8355,secondary energy|electricity,Electricity
